model,year,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,seating_capacity,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,annual_sales_units,customer_rating,warranty_years,range_efficiency,price_per_range_mile,power_to_weight,torque_to_weight,battery_to_weight,vehicle_age,drive_type_FWD,drive_type_RWD,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Truck,body_type_Van,country_of_origin_Germany,country_of_origin_Japan,country_of_origin_South Korea,country_of_origin_Sweden,country_of_origin_US,market_segment_Luxury,market_segment_Mid-range,market_segment_Premium,brand_BMW,brand_BYD,brand_Fisker,brand_Ford,brand_GM/Chevrolet,brand_Honda,brand_Hyundai,brand_Kia,brand_Lucid,brand_Mercedes,brand_NIO,brand_Polestar,brand_Porsche,brand_Rivian,brand_Tesla,brand_Toyota,brand_Volkswagen,brand_Volvo,brand_Xiaomi,variant_Long Range,variant_Performance,variant_Premium,variant_Standard
Picanto EV,2026,38689.25,93.0,330.0,69.7,5.24,173.0,322.0,295.0,7,67.4,1906.0,3,1,112175,3.57,4,3.5483870967741935,117.24015151515151,0.1689401888772298,0.1547743966421826,0.04879328436516264,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dolphin,2025,45068.52,56.6,195.0,112.5,5.42,162.0,472.0,438.0,5,18.0,1566.0,5,0,196546,3.22,5,3.4452296819787986,231.12061538461538,0.30140485312899107,0.2796934865900383,0.03614303959131546,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
E-Transit,2023,38404.42,49.1,193.0,124.0,6.99,148.0,300.0,298.0,5,79.1,3000.0,3,1,49683,3.43,4,3.930753564154786,198.98663212435233,0.1,0.09933333333333333,0.016366666666666668,3,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Model S,2025,47711.51,47.2,173.0,321.6,5.99,154.0,308.0,261.0,5,26.8,1500.0,4,2,180408,3.58,5,3.6652542372881354,275.7890751445087,0.20533333333333334,0.174,0.03146666666666667,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Dolphin,2023,77360.56,106.1,386.0,136.6,4.88,176.0,878.0,785.0,7,52.9,2502.0,5,1,154361,3.89,4,3.638077285579642,200.41595854922278,0.35091926458832934,0.3137490007993605,0.04240607513988809,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ID. Buzz,2024,65767.18,48.6,159.0,110.2,7.4,137.0,635.0,584.0,7,66.8,1591.0,5,0,214102,3.4,5,3.271604938271605,413.63006289308174,0.399120050282841,0.3670647391577624,0.030546825895663106,2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Ioniq 6,2025,72308.96,49.7,167.0,107.3,6.71,150.0,906.0,841.0,5,64.1,1602.0,3,0,143294,3.17,4,3.3601609657947686,432.98778443113775,0.5655430711610487,0.5249687890137328,0.031023720349563046,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Leaf 50X,2021,86937.42,114.7,426.0,245.8,4.0,200.0,961.0,894.0,7,35.9,1500.0,5,1,145646,4.13,4,3.7140366172624235,204.07845070422536,0.6406666666666667,0.596,0.07646666666666667,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Model 3,2026,127646.69,65.6,239.0,238.5,6.59,154.0,936.0,844.0,7,57.6,2416.0,4,2,120535,3.74,4,3.6432926829268295,534.0865690376569,0.38741721854304634,0.34933774834437087,0.0271523178807947,0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Sportage EV,2025,37973.05,76.2,263.0,50.6,4.99,172.0,328.0,234.0,5,40.5,2061.0,4,2,66783,3.42,4,3.4514435695538057,144.3842205323194,0.1591460456089277,0.11353711790393013,0.03697234352256187,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Atto 3,2023,48954.46,94.7,326.0,56.1,4.75,184.0,512.0,464.0,5,74.0,1616.0,5,1,200483,3.75,4,3.4424498416050686,150.16705521472392,0.31683168316831684,0.2871287128712871,0.058601485148514855,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EV9,2021,60641.55,109.9,404.0,83.4,5.66,168.0,698.0,655.0,5,57.2,2142.0,5,2,116742,3.9,5,3.67606915377616,150.10284653465348,0.3258636788048553,0.3057889822595705,0.051307189542483665,5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Model S,2025,89182.57,108.7,358.0,299.9,5.62,158.0,683.0,643.0,5,69.3,2123.0,4,2,161378,4.0,6,3.293468261269549,249.11332402234638,0.32171455487517664,0.3028732925105982,0.051201130475741874,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Ioniq 5,2024,41142.11,53.2,176.0,90.5,5.85,160.0,367.0,339.0,5,17.5,1865.0,4,1,133250,3.71,4,3.308270676691729,233.76198863636364,0.1967828418230563,0.18176943699731904,0.028525469168900804,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ioniq 5,2025,49595.48,75.1,260.0,73.9,4.53,187.0,496.0,428.0,5,18.4,1805.0,5,0,108288,3.54,4,3.4620505992010657,190.75184615384617,0.27479224376731304,0.2371191135734072,0.041606648199445984,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Model S,2025,99045.61,69.9,238.0,316.4,7.86,125.0,716.0,620.0,5,60.9,2154.0,4,3,134937,3.58,5,3.40486409155937,416.158025210084,0.33240482822655526,0.2878365831012071,0.032451253481894156,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Leaf 50X,2024,68838.03,48.9,180.0,88.2,6.45,147.0,757.0,719.0,7,19.4,1666.0,4,0,173863,3.01,5,3.6809815950920246,382.4335,0.45438175270108044,0.43157262905162064,0.02935174069627851,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Model 3,2024,54793.42,108.6,395.0,265.4,4.22,191.0,350.0,288.0,5,20.8,1657.0,4,3,136524,4.42,6,3.637200736648251,138.71751898734178,0.2112251056125528,0.17380808690404345,0.06554013277006639,2,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Cybertruck,2025,160711.64,76.8,290.0,265.0,6.64,153.0,1000.0,885.0,5,67.5,2776.0,5,2,208796,3.95,5,3.776041666666667,554.1780689655172,0.36023054755043227,0.3188040345821326,0.0276657060518732,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
C40 Recharge,2026,68234.87,75.5,251.0,127.0,5.73,165.0,493.0,456.0,5,41.7,2235.0,4,0,22605,3.33,3,3.3245033112582782,271.8520717131474,0.22058165548098435,0.2040268456375839,0.03378076062639821,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Atto 3,2023,53518.98,71.2,260.0,109.6,6.1,153.0,632.0,516.0,7,28.5,1500.0,4,2,222794,3.15,4,3.651685393258427,205.84223076923078,0.42133333333333334,0.344,0.04746666666666667,3,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-Transit,2025,43156.03,81.3,293.0,146.7,7.18,139.0,341.0,288.0,5,65.4,1526.0,4,2,34530,3.75,4,3.6039360393603936,147.290204778157,0.22346002621231978,0.18872870249017037,0.05327653997378768,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Leaf 50X,2021,44708.41,55.8,204.0,97.6,7.34,146.0,492.0,419.0,7,18.7,1500.0,4,0,132992,3.34,4,3.655913978494624,219.15887254901963,0.328,0.2793333333333333,0.0372,5,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
i7,2022,115394.15,98.5,343.0,61.0,4.94,167.0,1000.0,863.0,5,18.5,1500.0,5,1,58674,3.4,5,3.482233502538071,336.4260932944606,0.6666666666666666,0.5753333333333334,0.06566666666666666,4,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bolt EUV,2025,38010.06,62.7,226.0,57.0,7.27,137.0,303.0,283.0,7,27.0,1852.0,4,2,16274,3.18,4,3.6044657097288675,168.18610619469027,0.16360691144708422,0.15280777537796977,0.03385529157667387,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EV6,2024,70386.61,70.9,215.0,57.3,5.02,168.0,727.0,681.0,5,38.7,1504.0,4,0,72998,3.35,4,3.032440056417489,327.37958139534885,0.4833776595744681,0.45279255319148937,0.04714095744680851,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ioniq,2022,67747.05,89.8,333.0,82.6,4.95,173.0,779.0,667.0,5,29.8,1778.0,5,2,100096,3.57,4,3.7082405345211584,203.4445945945946,0.438132733408324,0.375140607424072,0.050506186726659165,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ID.4,2024,78109.65,110.5,383.0,158.6,2.78,200.0,886.0,783.0,7,78.0,2339.0,5,0,260956,3.68,4,3.4660633484162897,203.94164490861618,0.3787943565626336,0.3347584437793929,0.04724241128687473,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Max,2025,23230.02,80.6,262.0,77.9,6.83,151.0,173.0,200.0,5,71.2,1500.0,5,0,183226,3.75,4,3.250620347394541,88.66419847328244,0.11533333333333333,0.13333333333333333,0.05373333333333333,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R1S,2026,87078.44,72.1,262.0,114.3,6.22,150.0,1000.0,898.0,5,28.0,1649.0,5,0,21561,3.72,5,3.633841886269071,332.36045801526717,0.6064281382656155,0.5445724681625227,0.04372346876895088,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
EQG,2023,133058.62,89.4,309.0,123.4,5.84,158.0,777.0,661.0,7,65.8,2651.0,5,1,29039,3.99,8,3.4563758389261743,430.6104207119741,0.2930969445492267,0.24933987174651076,0.03372312334967937,3,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Ronin,2026,89077.35,81.7,286.0,60.9,6.38,155.0,727.0,707.0,5,33.3,1746.0,4,2,28442,3.61,5,3.500611995104039,311.4592657342657,0.4163802978235968,0.40492554410080184,0.04679266895761741,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Model 3,2025,106221.52,66.8,251.0,322.1,7.55,134.0,785.0,681.0,7,24.8,1593.0,4,2,106799,3.65,5,3.75748502994012,423.1933067729084,0.49278091650973005,0.4274952919020716,0.04193345888261142,1,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Bolt EV,2024,59253.96,56.6,223.0,145.1,5.33,160.0,753.0,666.0,7,64.0,2655.0,5,2,22516,3.7,4,3.939929328621908,265.7128251121076,0.28361581920903955,0.25084745762711863,0.021318267419962334,2,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ET6,2025,70152.19,44.1,160.0,64.9,5.79,156.0,523.0,459.0,7,60.4,2579.0,5,0,21427,3.0,3,3.6281179138321993,438.4511875,0.20279177975959675,0.17797595967429236,0.01709965102753005,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Model X,2022,45367.75,80.8,287.0,280.7,7.63,134.0,319.0,269.0,5,32.8,1627.0,5,2,112809,3.72,5,3.5519801980198022,158.07578397212544,0.19606637984019668,0.16533497234173325,0.0496619545175169,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Cybertruck,2026,101101.42,71.8,255.0,345.4,5.47,163.0,743.0,693.0,5,58.6,2449.0,3,2,118722,3.89,5,3.551532033426184,396.4761568627451,0.30338913842384646,0.2829726418946509,0.029318089015924868,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Silverado EV,2024,71690.64,77.9,282.0,184.2,2.81,200.0,1000.0,943.0,5,36.0,1500.0,4,1,26479,3.38,3,3.6200256739409498,254.22212765957445,0.6666666666666666,0.6286666666666667,0.05193333333333334,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
